transaction_id,date,time,day_of_week,month,quarter,account_id,account_holder,entity_type,sector,originating_bank,account_country,risk_rating,is_pep,counterparty_id,counterparty_bank,counterparty_country,transaction_type,amount_gbp,currency,reference,purpose,fraud_type,is_fraud
TX101448,2023-09-01,18:11:07,Friday,September,Q3,ACC10069,Entity_069,SME,Manufacturing,Santander UK,UK,Low,0,ACC10063,Starling,UK,FX Settlement,10000,AED,REF70342,Consultancy Fee,Round Number,1
TX101449,2023-01-29,15:58:55,Sunday,January,Q1,ACC10060,Entity_060,SPV,Finance,Starling,Cyprus,Low,0,ACC10119,Santander UK,UK,CHAPS,1374.96,GBP,REF22904,Trade Settlement,None,0
TX101450,2023-06-16,18:16:15,Friday,June,Q2,ACC10107,Entity_107,LLP,Hospitality,Monzo,UK,Low,0,ACC10094,HSBC,UK,Standing Order,12977.81,GBP,REF23070,Unknown,None,0
TX101451,2023-05-05,09:32:35,Friday,May,Q2,ACC10097,Entity_097,Corporate,Finance,Starling,UK,Medium,0,ACC10003,Virgin Money,UK,Loan Disbursement,129.46,USD,REF14198,Trade Settlement,None,0
TX101452,2023-07-13,13:30:02,Thursday,July,Q3,ACC10048,Entity_048,Partnership,Real Estate,Santander UK,UK,Medium,0,ACC10050,Santander UK,UK,CHAPS,106.28,EUR,REF96230,Dividend,None,0
TX101453,2023-12-09,14:49:15,Saturday,December,Q4,ACC10115,Entity_115,Trust,Logistics,Metro Bank,UK,High,0,ACC10064,Santander UK,UK,Standing Order,424.66,GBP,REF44344,Unknown,None,0
TX101454,2023-03-16,18:21:24,Thursday,March,Q1,ACC10005,Entity_005,Charity,Professional Services,Metro Bank,UK,Medium,0,ACC10080,Lloyds,UAE,FX Settlement,169.92,GBP,REF69075,Investment,None,0
TX101455,2023-02-24,13:37:42,Friday,February,Q1,ACC10002,Entity_002,Partnership,Finance,Metro Bank,UK,Medium,0,ACC10047,HSBC,UK,Internal Transfer,301568.57,GBP,REF15745,Consultancy Fee,None,0
TX101456,2023-10-10,11:55:26,Tuesday,October,Q4,ACC10027,Entity_027,LLP,Real Estate,HSBC,UK,Low,0,ACC10009,Starling,Panama,Wire Transfer,1012906.24,GBP,REF29398,Dividend,None,0
TX101457,2023-12-06,16:07:35,Wednesday,December,Q4,ACC10041,Entity_041,Trust,Hospitality,Metro Bank,UK,Low,0,ACC10070,Barclays,UK,SWIFT,100000,USD,REF31257,Trade Settlement,Round Number,1
TX101458,2023-02-15,13:36:56,Wednesday,February,Q1,ACC10043,Entity_043,Charity,Hospitality,Santander UK,UK,Low,0,ACC10113,Metro Bank,UAE,CHAPS,38458.75,GBP,REF78412,Dividend,None,0
TX101459,2023-05-27,13:59:14,Saturday,May,Q2,ACC10076,Entity_076,LLP,Import/Export,Monzo,USA,Medium,0,ACC10049,Starling,USA,Loan Repayment,9672.39,GBP,REF91842,Repayment,Structuring,1
TX101460,2023-02-28,14:51:42,Tuesday,February,Q1,ACC10037,Entity_037,Partnership,Technology,Virgin Money,Malta,Low,0,ACC10089,Metro Bank,Cayman Islands,Standing Order,689.77,USD,REF75580,Property Purchase,None,0
TX101461,2023-12-05,18:49:12,Tuesday,December,Q4,ACC10041,Entity_041,Trust,Hospitality,Metro Bank,UK,Low,0,ACC10102,Monzo,UK,Wire Transfer,415.73,GBP,REF37171,Loan Payment,None,0
TX101462,2023-10-04,08:35:49,Wednesday,October,Q4,ACC10079,Entity_079,SME,Professional Services,Lloyds,UK,High,0,ACC10043,Santander UK,UK,BACS,500000,GBP,REF54972,Intercompany Transfer,Round Number,1
TX101463,2023-01-18,11:04:26,Wednesday,January,Q1,ACC10009,Entity_009,Trust,Hospitality,Starling,Panama,Low,0,ACC10024,Starling,UAE,SWIFT,156163.18,USD,REF14758,Property Purchase,None,0
TX101464,2023-12-13,09:07:41,Wednesday,December,Q4,ACC10070,Entity_070,Individual,Professional Services,Barclays,UK,Low,0,ACC10081,Virgin Money,UK,SWIFT,71092.74,GBP,REF35054,Loan Payment,None,0
TX101465,2023-03-23,08:33:06,Thursday,March,Q1,ACC10001,Entity_001,Trust,Manufacturing,Metro Bank,UK,Low,0,ACC10116,Metro Bank,UK,Wire Transfer,909890.89,GBP,REF45642,Consultancy Fee,None,0
TX101466,2023-05-07,18:27:30,Sunday,May,Q2,ACC10093,Entity_093,SPV,Construction,Metro Bank,UK,Low,0,ACC10042,NatWest,BVI,CHAPS,517355.64,GBP,REF38769,Dividend,None,0
TX101467,2023-10-17,18:08:42,Tuesday,October,Q4,ACC10036,Entity_036,Trust,Logistics,TSB,UK,Low,0,ACC10102,Monzo,UK,FX Settlement,505.3,GBP,REF89476,Investment,None,0
TX101468,2023-09-04,14:24:11,Monday,September,Q3,ACC10016,Entity_016,Partnership,Finance,HSBC,Isle of Man,Low,0,ACC10013,HSBC,UK,Wire Transfer,1749.85,USD,REF34622,Repayment,None,0
TX101469,2023-10-07,18:35:21,Saturday,October,Q4,ACC10078,Entity_078,Individual,Retail,NatWest,UK,Low,0,ACC10016,HSBC,Isle of Man,Internal Transfer,105211.75,GBP,REF79600,Unknown,None,0
TX101470,2023-01-31,10:14:19,Tuesday,January,Q1,ACC10073,Entity_073,LLP,Technology,Starling,UK,Low,0,ACC10019,Lloyds,UK,FX Settlement,115826.06,GBP,REF65701,Property Purchase,None,0
TX101471,2023-02-27,18:22:32,Monday,February,Q1,ACC10010,Entity_010,Individual,Import/Export,Monzo,France,Medium,0,ACC10038,Monzo,UK,SWIFT,16108.63,GBP,REF84498,Intercompany Transfer,None,0
TX101472,2023-01-31,14:18:20,Tuesday,January,Q1,ACC10062,Entity_062,Individual,Construction,Monzo,UK,Low,0,ACC10015,Santander UK,UK,Loan Disbursement,1855.27,EUR,REF48645,Loan Payment,None,0
TX101473,2023-04-18,11:56:13,Tuesday,April,Q2,ACC10020,Entity_020,Individual,Construction,Lloyds,UK,Medium,0,ACC10119,Santander UK,UK,BACS,17559.4,USD,REF97692,Consultancy Fee,None,0
TX101474,2023-06-26,18:33:11,Monday,June,Q2,ACC10067,Entity_067,SPV,Retail,Barclays,UK,Low,0,ACC10119,Santander UK,UK,CHAPS,102952.01,GBP,REF68788,Unknown,None,0
TX101475,2023-08-16,11:26:05,Wednesday,August,Q3,ACC10045,Entity_045,Partnership,Import/Export,NatWest,Singapore,Medium,0,ACC10102,Monzo,UK,Loan Repayment,768599.28,USD,REF41843,Loan Payment,None,0
TX101476,2023-06-28,12:01:54,Wednesday,June,Q2,ACC10065,Entity_065,LLP,Hospitality,Santander UK,UK,Medium,0,ACC10012,Barclays,UK,CHAPS,16137.25,GBP,REF53239,Dividend,None,0
TX101477,2023-09-01,08:59:24,Friday,September,Q3,ACC10109,Entity_109,SME,Logistics,Lloyds,UK,Medium,1,ACC10035,HSBC,UK,CHAPS,14545.52,GBP,REF21329,Loan Payment,None,0
TX101478,2023-10-03,13:00:38,Tuesday,October,Q4,ACC10088,Entity_088,SME,Technology,Virgin Money,BVI,Medium,0,ACC10100,Barclays,Netherlands,SWIFT,38029.03,GBP,REF97942,Property Purchase,None,0
TX101479,2023-07-21,14:16:05,Friday,July,Q3,ACC10089,Entity_089,Individual,Hospitality,Metro Bank,Cayman Islands,Medium,0,ACC10041,Metro Bank,UK,CHAPS,362375.65,GBP,REF30926,Repayment,None,0
TX101480,2023-03-23,09:15:51,Thursday,March,Q1,ACC10048,Entity_048,Partnership,Real Estate,Santander UK,UK,Medium,0,ACC10010,Monzo,France,CHAPS,2547.33,GBP,REF99149,Trade Settlement,None,0
TX101481,2023-04-03,11:12:53,Monday,April,Q2,ACC10005,Entity_005,Charity,Professional Services,Metro Bank,UK,Medium,0,ACC10056,TSB,UK,CHAPS,20707.56,AED,REF34715,Loan Payment,None,0
TX101482,2023-12-04,16:00:29,Monday,December,Q4,ACC10044,Entity_044,Partnership,Finance,Lloyds,UK,Medium,0,ACC10061,Lloyds,Netherlands,Wire Transfer,13062.76,GBP,REF11421,Intercompany Transfer,None,0
TX101483,2023-03-07,14:25:02,Tuesday,March,Q1,ACC10029,Entity_029,Corporate,Technology,Metro Bank,Netherlands,Low,0,ACC10005,Metro Bank,UK,Loan Repayment,193950.56,EUR,REF96884,Dividend,None,0
TX101484,2023-11-06,17:03:31,Monday,November,Q4,ACC10028,Entity_028,Charity,Real Estate,NatWest,UK,Medium,0,ACC10081,Virgin Money,UK,Loan Disbursement,146.8,AED,REF56731,Trade Settlement,None,0
TX101485,2023-08-17,16:38:01,Thursday,August,Q3,ACC10056,Entity_056,Partnership,Real Estate,TSB,UK,Medium,1,ACC10048,Santander UK,UK,Loan Disbursement,535888.85,GBP,REF43059,Trade Settlement,None,0
TX101486,2023-01-01,14:27:30,Sunday,January,Q1,ACC10066,Entity_066,Corporate,Retail,TSB,UK,Medium,0,ACC10039,Virgin Money,BVI,BACS,30891.55,USD,REF31750,Dividend,None,0
TX101487,2023-01-12,16:03:36,Thursday,January,Q1,ACC10066,Entity_066,Corporate,Retail,TSB,UK,Medium,0,ACC10040,HSBC,UK,Internal Transfer,102857.02,USD,REF27072,Trade Settlement,None,0
TX101488,2023-08-14,14:37:42,Monday,August,Q3,ACC10088,Entity_088,SME,Technology,Virgin Money,BVI,Medium,0,ACC10116,Metro Bank,UK,CHAPS,163.05,GBP,REF24407,Investment,None,0
TX101489,2023-02-07,09:41:44,Tuesday,February,Q1,ACC10065,Entity_065,LLP,Hospitality,Santander UK,UK,Medium,0,ACC10014,Virgin Money,Singapore,Standing Order,296071.48,GBP,REF74116,Dividend,None,0
TX101490,2023-01-24,10:01:14,Tuesday,January,Q1,ACC10000,Entity_000,Individual,Logistics,Santander UK,UAE,Low,0,ACC10105,HSBC,Malta,Standing Order,310225.96,GBP,REF99239,Loan Payment,None,0
TX101491,2023-05-28,15:16:40,Sunday,May,Q2,ACC10067,Entity_067,SPV,Retail,Barclays,UK,Low,0,ACC10096,NatWest,Isle of Man,FX Settlement,180947.44,GBP,REF32312,Intercompany Transfer,None,0
TX101492,2023-08-27,14:46:43,Sunday,August,Q3,ACC10082,Entity_082,Partnership,Real Estate,TSB,UK,Medium,0,ACC10033,Barclays,Germany,Standing Order,60577.94,GBP,REF90188,Consultancy Fee,None,0
TX101493,2023-12-28,08:55:59,Thursday,December,Q4,ACC10077,Entity_077,Partnership,Construction,Barclays,Cyprus,Low,0,ACC10100,Barclays,Netherlands,Internal Transfer,13671.97,GBP,REF89780,Repayment,None,0
TX101494,2023-10-16,18:36:35,Monday,October,Q4,ACC10043,Entity_043,Charity,Hospitality,Santander UK,UK,Low,0,ACC10053,TSB,UK,Loan Repayment,263787.94,GBP,REF17630,Dividend,None,0
TX101495,2023-04-25,13:47:10,Tuesday,April,Q2,ACC10049,Entity_049,Individual,Hospitality,Starling,USA,Medium,0,ACC10094,HSBC,UK,Loan Disbursement,12712.32,GBP,REF63395,Loan Payment,None,0
TX101496,2023-01-30,17:30:51,Monday,January,Q1,ACC10007,Entity_007,Corporate,Hospitality,Barclays,UK,High,0,ACC10008,Monzo,Netherlands,FX Settlement,10486.86,USD,REF48375,Investment,None,0
TX101497,2023-08-05,11:15:34,Saturday,August,Q3,ACC10049,Entity_049,Individual,Hospitality,Starling,USA,Medium,0,ACC10080,Lloyds,UAE,Wire Transfer,5019.27,GBP,REF62133,Investment,None,0
TX101498,2023-04-16,09:05:34,Sunday,April,Q2,ACC10074,Entity_074,LLP,Finance,HSBC,UK,High,0,ACC10054,Santander UK,UK,FX Settlement,102403.6,GBP,REF95898,Investment,None,0
TX101499,2023-05-21,13:46:08,Sunday,May,Q2,ACC10040,Entity_040,SPV,Manufacturing,HSBC,UK,Low,0,ACC10033,Barclays,Germany,Standing Order,61857.91,AED,REF15103,Investment,None,0
TX101500,2023-08-22,16:31:51,Tuesday,August,Q3,ACC10060,Entity_060,SPV,Finance,Starling,Cyprus,Low,0,ACC10092,Virgin Money,Cyprus,BACS,317.3,EUR,REF13459,Property Purchase,None,0
TX101501,2023-06-24,17:18:22,Saturday,June,Q2,ACC10111,Entity_111,LLP,Hospitality,Starling,UK,Low,0,ACC10106,Metro Bank,Germany,BACS,2911.58,USD,REF28490,Trade Settlement,None,0
TX101502,2023-06-11,10:53:53,Sunday,June,Q2,ACC10065,Entity_065,LLP,Hospitality,Santander UK,UK,Medium,0,ACC10011,Metro Bank,Singapore,Standing Order,452397.07,GBP,REF26447,Consultancy Fee,None,0
TX101503,2023-04-01,09:03:03,Saturday,April,Q2,ACC10085,Entity_085,SPV,Construction,TSB,UK,Medium,0,ACC10111,Starling,UK,Internal Transfer,100000,GBP,REF63357,Unknown,Round Number,1
TX101504,2023-03-04,15:26:18,Saturday,March,Q1,ACC10070,Entity_070,Individual,Professional Services,Barclays,UK,Low,0,ACC10016,HSBC,Isle of Man,Loan Repayment,223986.84,GBP,REF78681,Repayment,None,0
TX101505,2023-03-02,14:43:59,Thursday,March,Q1,ACC10059,Entity_059,Corporate,Import/Export,Lloyds,Netherlands,Low,0,ACC10046,Metro Bank,UK,Internal Transfer,1185.23,GBP,REF91901,Intercompany Transfer,None,0
TX101506,2023-06-07,10:17:12,Wednesday,June,Q2,ACC10006,Entity_006,SPV,Logistics,NatWest,UK,High,0,ACC10028,NatWest,UK,SWIFT,586248.6,GBP,REF87793,Property Purchase,None,0
TX101507,2023-10-18,11:03:05,Wednesday,October,Q4,ACC10067,Entity_067,SPV,Retail,Barclays,UK,Low,0,ACC10108,Santander UK,UK,Wire Transfer,12050.65,GBP,REF69111,Consultancy Fee,None,0
TX101508,2023-06-15,17:41:05,Thursday,June,Q2,ACC10019,Entity_019,SME,Finance,Lloyds,UK,Low,0,ACC10056,TSB,UK,BACS,121047.81,GBP,REF55311,Trade Settlement,None,0
TX101509,2023-12-18,12:49:19,Monday,December,Q4,ACC10020,Entity_020,Individual,Construction,Lloyds,UK,Medium,0,ACC10118,Metro Bank,Cyprus,Internal Transfer,34582.91,GBP,REF59698,Intercompany Transfer,None,0
TX101510,2023-03-26,12:45:44,Sunday,March,Q1,ACC10096,Entity_096,Trust,Retail,NatWest,Isle of Man,Medium,1,ACC10042,NatWest,BVI,Standing Order,311.59,EUR,REF54442,Investment,None,0
TX101511,2023-08-03,18:37:10,Thursday,August,Q3,ACC10018,Entity_018,Charity,Construction,HSBC,UK,Low,0,ACC10068,Santander UK,UK,Loan Disbursement,137.34,GBP,REF29880,Dividend,None,0
TX101512,2023-07-06,09:46:43,Thursday,July,Q3,ACC10013,Entity_013,SPV,Hospitality,HSBC,UK,Low,0,ACC10026,Santander UK,UK,Internal Transfer,34415.91,GBP,REF83365,Investment,None,0
TX101513,2023-05-30,09:17:24,Tuesday,May,Q2,ACC10008,Entity_008,SPV,Logistics,Monzo,Netherlands,Medium,0,ACC10030,TSB,UK,Internal Transfer,12634.29,GBP,REF21381,Loan Payment,None,0
TX101514,2023-09-16,10:11:20,Saturday,September,Q3,ACC10003,Entity_003,LLP,Retail,Virgin Money,UK,Low,0,ACC10097,Starling,UK,SWIFT,19826.08,GBP,REF99696,Property Purchase,None,0
TX101515,2023-12-23,09:45:59,Saturday,December,Q4,ACC10082,Entity_082,Partnership,Real Estate,TSB,UK,Medium,0,ACC10033,Barclays,Germany,BACS,36989.86,GBP,REF49385,Trade Settlement,None,0
TX101516,2023-01-27,16:22:59,Friday,January,Q1,ACC10027,Entity_027,LLP,Real Estate,HSBC,UK,Low,0,ACC10086,HSBC,UK,BACS,2950.05,USD,REF31235,Trade Settlement,None,0
TX101517,2023-07-19,12:24:21,Wednesday,July,Q3,ACC10102,Entity_102,LLP,Finance,Monzo,UK,Low,0,ACC10060,Starling,Cyprus,Loan Disbursement,100000,GBP,REF90149,Loan Payment,Round Number,1
TX101518,2023-07-08,18:48:25,Saturday,July,Q3,ACC10064,Entity_064,SPV,Finance,Santander UK,UK,Low,0,ACC10055,NatWest,UK,FX Settlement,170214.7,GBP,REF61414,Unknown,None,0
TX101519,2023-05-06,15:38:39,Saturday,May,Q2,ACC10010,Entity_010,Individual,Import/Export,Monzo,France,Medium,0,ACC10051,TSB,Cyprus,Internal Transfer,408615.66,GBP,REF79419,Intercompany Transfer,None,0
TX101520,2023-05-08,10:35:49,Monday,May,Q2,ACC10091,Entity_091,Charity,Retail,Monzo,USA,Low,1,ACC10055,NatWest,UK,Wire Transfer,2706.07,GBP,REF29888,Loan Payment,None,0
TX101521,2023-12-14,17:22:37,Thursday,December,Q4,ACC10073,Entity_073,LLP,Technology,Starling,UK,Low,0,ACC10104,Starling,Netherlands,Wire Transfer,7078.85,GBP,REF92946,Dividend,None,0
TX101522,2023-01-10,08:32:42,Tuesday,January,Q1,ACC10004,Entity_004,SPV,Technology,Starling,UK,Low,0,ACC10091,Monzo,USA,Loan Disbursement,987177.48,GBP,REF41926,Intercompany Transfer,None,0
TX101523,2023-03-01,11:11:54,Wednesday,March,Q1,ACC10051,Entity_051,SME,Hospitality,TSB,Cyprus,Low,0,ACC10095,Starling,UAE,Internal Transfer,535646.49,USD,REF51418,Unknown,None,0
TX101524,2023-01-05,16:19:25,Thursday,January,Q1,ACC10086,Entity_086,Trust,Real Estate,HSBC,UK,High,0,ACC10036,TSB,UK,SWIFT,2109.26,GBP,REF42212,Unknown,None,0
TX101525,2023-06-18,10:52:38,Sunday,June,Q2,ACC10013,Entity_013,SPV,Hospitality,HSBC,UK,Low,0,ACC10070,Barclays,UK,Loan Repayment,342582.04,EUR,REF86060,Loan Payment,None,0
TX101526,2023-11-20,16:06:07,Monday,November,Q4,ACC10108,Entity_108,Corporate,Technology,Santander UK,UK,Low,0,ACC10044,Lloyds,UK,SWIFT,709.19,GBP,REF36951,Property Purchase,None,0
TX101527,2023-09-25,08:46:14,Monday,September,Q3,ACC10037,Entity_037,Partnership,Technology,Virgin Money,Malta,Low,0,ACC10113,Metro Bank,UAE,Internal Transfer,952.45,GBP,REF93675,Consultancy Fee,None,0
TX101528,2023-01-14,16:03:38,Saturday,January,Q1,ACC10074,Entity_074,LLP,Finance,HSBC,UK,High,0,ACC10118,Metro Bank,Cyprus,CHAPS,1462885.95,USD,REF55353,Property Purchase,None,0
TX101529,2023-06-26,17:09:58,Monday,June,Q2,ACC10021,Entity_021,Corporate,Logistics,HSBC,Malta,Medium,0,ACC10042,NatWest,BVI,FX Settlement,137.14,GBP,REF96525,Dividend,None,0
TX101530,2023-04-28,12:04:26,Friday,April,Q2,ACC10027,Entity_027,LLP,Real Estate,HSBC,UK,Low,0,ACC10044,Lloyds,UK,Wire Transfer,2834.21,EUR,REF87569,Property Purchase,Velocity,1
TX101531,2023-04-01,18:57:35,Saturday,April,Q2,ACC10087,Entity_087,Trust,Hospitality,NatWest,Singapore,Low,0,ACC10053,TSB,UK,Loan Repayment,1636.49,GBP,REF17363,Consultancy Fee,None,0
TX101532,2023-03-19,15:56:10,Sunday,March,Q1,ACC10100,Entity_100,Partnership,Professional Services,Barclays,Netherlands,High,0,ACC10019,Lloyds,UK,Internal Transfer,73426.84,GBP,REF47961,Trade Settlement,None,0
TX101533,2023-10-18,09:03:24,Wednesday,October,Q4,ACC10102,Entity_102,LLP,Finance,Monzo,UK,Low,0,ACC10108,Santander UK,UK,FX Settlement,4682.7,AED,REF96528,Repayment,None,0
TX101534,2023-12-12,15:19:54,Tuesday,December,Q4,ACC10032,Entity_032,LLP,Retail,Metro Bank,UK,Medium,1,ACC10052,Lloyds,UK,Loan Repayment,2677.25,GBP,REF68856,Consultancy Fee,None,0
TX101535,2023-07-04,08:25:53,Tuesday,July,Q3,ACC10110,Entity_110,SME,Construction,Metro Bank,UK,Low,0,ACC10094,HSBC,UK,Wire Transfer,1077.48,GBP,REF19407,Property Purchase,None,0
TX101536,2023-01-30,17:56:07,Monday,January,Q1,ACC10002,Entity_002,Partnership,Finance,Metro Bank,UK,Medium,0,ACC10058,Starling,Singapore,FX Settlement,3306.59,GBP,REF19716,Consultancy Fee,None,0
TX101537,2023-12-18,13:05:40,Monday,December,Q4,ACC10025,Entity_025,Charity,Logistics,Starling,UK,High,0,ACC10023,NatWest,Cyprus,Standing Order,91489.88,GBP,REF64338,Property Purchase,None,0
TX101538,2023-12-01,13:38:59,Friday,December,Q4,ACC10078,Entity_078,Individual,Retail,NatWest,UK,Low,0,ACC10042,NatWest,BVI,SWIFT,59655.34,EUR,REF79779,Unknown,None,0
TX101539,2023-05-29,10:35:37,Monday,May,Q2,ACC10023,Entity_023,Trust,Logistics,NatWest,Cyprus,Medium,0,ACC10054,Santander UK,UK,Loan Repayment,7358.5,GBP,REF71927,Trade Settlement,None,0
TX101540,2023-05-27,17:46:28,Saturday,May,Q2,ACC10043,Entity_043,Charity,Hospitality,Santander UK,UK,Low,0,ACC10012,Barclays,UK,Loan Disbursement,121.35,USD,REF70239,Intercompany Transfer,None,0
TX101541,2023-04-21,10:22:06,Friday,April,Q2,ACC10091,Entity_091,Charity,Retail,Monzo,USA,Low,1,ACC10010,Monzo,France,BACS,267.16,GBP,REF11551,Investment,None,0
TX101542,2023-12-21,12:34:20,Thursday,December,Q4,ACC10094,Entity_094,Individual,Manufacturing,HSBC,UK,Medium,0,ACC10019,Lloyds,UK,FX Settlement,37224.46,GBP,REF71750,Loan Payment,None,0
TX101543,2023-07-19,15:19:51,Wednesday,July,Q3,ACC10025,Entity_025,Charity,Logistics,Starling,UK,High,0,ACC10037,Virgin Money,Malta,BACS,1482.74,GBP,REF89287,Investment,None,0
TX101544,2023-12-01,14:46:56,Friday,December,Q4,ACC10075,Entity_075,SPV,Finance,Metro Bank,UK,Low,0,ACC10019,Lloyds,UK,Standing Order,96606.29,EUR,REF38346,Property Purchase,Benford Anomaly,1
TX101545,2023-08-31,08:33:13,Thursday,August,Q3,ACC10044,Entity_044,Partnership,Finance,Lloyds,UK,Medium,0,ACC10087,NatWest,Singapore,Wire Transfer,346.09,EUR,REF89384,Unknown,None,0
TX101546,2023-02-13,09:04:08,Monday,February,Q1,ACC10020,Entity_020,Individual,Construction,Lloyds,UK,Medium,0,ACC10071,TSB,UK,Standing Order,50000,GBP,REF87232,Investment,Round Number,1
TX101547,2023-02-19,14:18:53,Sunday,February,Q1,ACC10067,Entity_067,SPV,Retail,Barclays,UK,Low,0,ACC10096,NatWest,Isle of Man,Internal Transfer,4765.61,EUR,REF31805,Unknown,None,0
TX101548,2023-02-12,10:44:34,Sunday,February,Q1,ACC10083,Entity_083,Trust,Real Estate,Lloyds,France,Medium,0,ACC10032,Metro Bank,UK,Loan Disbursement,14816.7,GBP,REF48500,Unknown,None,0
TX101549,2023-08-03,14:35:35,Thursday,August,Q3,ACC10045,Entity_045,Partnership,Import/Export,NatWest,Singapore,Medium,0,ACC10051,TSB,Cyprus,SWIFT,136.56,GBP,REF32521,Consultancy Fee,None,0
TX101550,2023-07-27,13:32:20,Thursday,July,Q3,ACC10085,Entity_085,SPV,Construction,TSB,UK,Medium,0,ACC10045,NatWest,Singapore,Loan Disbursement,3264.27,GBP,REF98651,Repayment,None,0
TX101551,2023-09-17,11:36:32,Sunday,September,Q3,ACC10088,Entity_088,SME,Technology,Virgin Money,BVI,Medium,0,ACC10024,Starling,UAE,SWIFT,37941.76,GBP,REF53141,Repayment,None,0
TX101552,2023-01-04,17:36:38,Wednesday,January,Q1,ACC10034,Entity_034,Individual,Finance,HSBC,UK,Low,0,ACC10061,Lloyds,Netherlands,FX Settlement,116837.06,EUR,REF66596,Property Purchase,None,0
TX101553,2023-02-02,08:58:30,Thursday,February,Q1,ACC10118,Entity_118,Trust,Manufacturing,Metro Bank,Cyprus,Medium,0,ACC10008,Monzo,Netherlands,Standing Order,1162.74,GBP,REF10518,Dividend,None,0
TX101554,2023-02-05,10:14:05,Sunday,February,Q1,ACC10066,Entity_066,Corporate,Retail,TSB,UK,Medium,0,ACC10010,Monzo,France,Wire Transfer,7740.96,GBP,REF31954,Dividend,None,0
TX101555,2023-04-05,12:32:28,Wednesday,April,Q2,ACC10111,Entity_111,LLP,Hospitality,Starling,UK,Low,0,ACC10063,Starling,UK,Wire Transfer,105718.25,GBP,REF42969,Intercompany Transfer,None,0
TX101556,2023-03-20,11:55:39,Monday,March,Q1,ACC10031,Entity_031,SME,Retail,Lloyds,USA,Low,0,ACC10020,Lloyds,UK,Loan Repayment,9214.24,GBP,REF12954,Dividend,None,0
TX101557,2023-02-22,13:17:42,Wednesday,February,Q1,ACC10028,Entity_028,Charity,Real Estate,NatWest,UK,Medium,0,ACC10054,Santander UK,UK,Standing Order,403964.58,GBP,REF35411,Repayment,None,0
TX101558,2023-03-06,17:52:29,Monday,March,Q1,ACC10014,Entity_014,Partnership,Manufacturing,Virgin Money,Singapore,High,0,ACC10022,Santander UK,UK,Loan Repayment,3658.61,GBP,REF62317,Trade Settlement,None,0
TX101559,2023-12-20,16:36:04,Wednesday,December,Q4,ACC10099,Entity_099,Charity,Manufacturing,Metro Bank,BVI,Medium,0,ACC10050,Santander UK,UK,BACS,569.74,USD,REF34425,Dividend,None,0
TX101560,2023-05-03,16:27:32,Wednesday,May,Q2,ACC10036,Entity_036,Trust,Logistics,TSB,UK,Low,0,ACC10066,TSB,UK,Standing Order,4279.68,USD,REF95189,Repayment,Velocity,1
TX101561,2023-11-21,11:22:23,Tuesday,November,Q4,ACC10077,Entity_077,Partnership,Construction,Barclays,Cyprus,Low,0,ACC10093,Metro Bank,UK,Loan Repayment,653121.07,USD,REF89458,Unknown,None,0
TX101562,2023-12-09,08:56:06,Saturday,December,Q4,ACC10083,Entity_083,Trust,Real Estate,Lloyds,France,Medium,0,ACC10119,Santander UK,UK,SWIFT,9677.65,GBP,REF85261,Dividend,None,0
TX101563,2023-08-06,11:36:14,Sunday,August,Q3,ACC10036,Entity_036,Trust,Logistics,TSB,UK,Low,0,ACC10071,TSB,UK,SWIFT,15381.83,GBP,REF85913,Trade Settlement,None,0
TX101564,2023-02-24,12:22:10,Friday,February,Q1,ACC10040,Entity_040,SPV,Manufacturing,HSBC,UK,Low,0,ACC10074,HSBC,UK,BACS,10663.95,GBP,REF29048,Property Purchase,None,0
TX101565,2023-06-21,15:23:26,Wednesday,June,Q2,ACC10037,Entity_037,Partnership,Technology,Virgin Money,Malta,Low,0,ACC10109,Lloyds,UK,Standing Order,758161.04,GBP,REF66865,Property Purchase,None,0
TX101566,2023-03-04,11:18:24,Saturday,March,Q1,ACC10094,Entity_094,Individual,Manufacturing,HSBC,UK,Medium,0,ACC10048,Santander UK,UK,Standing Order,1471.42,GBP,REF61629,Intercompany Transfer,None,0
TX101567,2023-04-06,14:11:16,Thursday,April,Q2,ACC10064,Entity_064,SPV,Finance,Santander UK,UK,Low,0,ACC10047,HSBC,UK,Loan Disbursement,80160.28,GBP,REF32722,Repayment,Benford Anomaly,1
TX101568,2023-03-13,16:05:50,Monday,March,Q1,ACC10099,Entity_099,Charity,Manufacturing,Metro Bank,BVI,Medium,0,ACC10016,HSBC,Isle of Man,CHAPS,184.16,GBP,REF87377,Dividend,None,0
TX101569,2023-06-27,09:34:45,Tuesday,June,Q2,ACC10030,Entity_030,Individual,Hospitality,TSB,UK,High,0,ACC10052,Lloyds,UK,BACS,500000,GBP,REF21249,Intercompany Transfer,Round Number,1
TX101570,2023-07-14,10:31:13,Friday,July,Q3,ACC10086,Entity_086,Trust,Real Estate,HSBC,UK,High,0,ACC10030,TSB,UK,Wire Transfer,543009.44,USD,REF54359,Investment,None,0
TX101571,2023-04-06,16:23:01,Thursday,April,Q2,ACC10053,Entity_053,Trust,Real Estate,TSB,UK,Low,0,ACC10030,TSB,UK,FX Settlement,18665.59,GBP,REF61065,Dividend,None,0
TX101572,2023-03-08,10:41:02,Wednesday,March,Q1,ACC10032,Entity_032,LLP,Retail,Metro Bank,UK,Medium,1,ACC10087,NatWest,Singapore,Wire Transfer,50000,GBP,REF36648,Property Purchase,Round Number,1
